grp	N	S	n	s	dnds	fn	fs
0	19914	2695	330	61	0.0000	16.5712564025309	22.6345083487941
1	42346	6029	692	109	0.0091	16.341567090162	18.0792834632609
2	49189	8096	771	158	0.0215	15.6742361096993	19.5158102766798
3	48077	9279	842	194	0.0333	17.5135719782848	20.907425369113
4	51394	10685	885	220	0.0448	17.2199089387866	20.5896116050538
5	54769	12514	953	248	0.05675	17.4003542149756	19.8178040594534
6	50431	11539	892	226	0.0710	17.6875334615613	19.5857526648756
7	46421	11263	873	246	0.0859	18.8061437711381	21.8414276835657
8	52489	13869	993	282	0.1020	18.9182495379984	20.3331170235778
9	51079	14100	910	283	0.1219	17.8155406331369	20.0709219858156
10	49226	14383	968	257	0.1415	19.6644049892333	17.868316762845
11	50870	15195	938	302	0.1659	18.4391586396697	19.8749588680487
12	48377	15288	962	302	0.193	19.8854827707382	19.7540554683412
13	45756	15157	961	323	0.2275	21.0027100271003	21.3102856765851
14	42501	14128	857	292	0.2665	20.1642314298487	20.6681766704417
15	43500	14954	890	303	0.3153	20.4597701149425	20.2621372208105
16	39057	13757	787	274	0.3849	20.1500371252272	19.9171330958785
17	35405	13132	732	257	0.46645	20.6750458974721	19.5705147730734
18	34542	13062	735	269	0.5895	21.2784436338371	20.5940897259225
19	21429	8314	444	172	0.74635	20.7195856082878	20.6879961510705
