grp	N	S	n	s	dnds	fn	fs
0	21796	2751	378	43	0.0000	17.3426316755368	15.6306797528172
1	41215	5942	657	115	0.0091	15.9407982530632	19.3537529451363
2	48887	8034	796	153	0.0216	16.282447276372	19.0440627333831
3	47405	9225	808	188	0.0331	17.0446155468832	20.3794037940379
4	51689	10704	904	222	0.0449	17.489214339608	20.7399103139013
5	54618	12508	936	237	0.05665	17.1372075140064	18.9478733610489
6	50348	11492	867	212	0.07085	17.2201477715103	18.4476157326836
7	46553	11353	871	206	0.0861	18.7098575816811	18.1449837047476
8	53230	14016	966	284	0.1020	18.1476610933684	20.2625570776256
9	50328	13963	886	294	0.1215	17.6045143856303	21.0556470672492
10	49092	14334	955	305	0.1416	19.4532714087835	21.2780800892982
11	50295	15102	1004	299	0.16605	19.9622228849786	19.7987021586545
12	47139	14847	912	317	0.1929	19.3470374848851	21.3511147033071
13	46242	15398	955	294	0.2273	20.6522209247005	19.0933887517859
14	43642	14456	864	280	0.2666	19.7974428303011	19.3691200885446
15	43219	14839	888	271	0.3149	20.5465188921539	18.2626861648359
16	38715	13667	771	272	0.38445	19.9147617202635	19.9019536108875
17	35331	13116	777	237	0.46415	21.9920183408338	18.0695333943275
18	34710	13104	753	271	0.5896	21.6940363007779	20.6807081807082
19	21458	8315	445	167	0.74325	20.738186224252	20.0841852074564
