grp	N	S	n	s	dnds	fn	fs
0	21868	2875	392	62	0	17.9257362355954	21.5652173913043
1	39794	5740	650	111	0.00915	16.3341207217168	19.3379790940767
2	48777	8048	722	163	0.0215	14.8020583471718	20.2534791252485
3	48081	9356	825	225	0.0333	17.1585449553878	24.0487387772552
4	51065	10650	865	227	0.04465	16.9391951434446	21.3145539906103
5	54266	12448	965	225	0.05715	17.7827737441492	18.0751928020566
6	50751	11733	884	228	0.0711	17.4183759925913	19.4323702377908
7	46827	11425	851	219	0.0861	18.1732761013945	19.1684901531729
8	52430	13840	1016	251	0.10185	19.3782185771505	18.135838150289
9	50693	14021	965	266	0.12155	19.0361588384984	18.971542685971
10	49237	14311	923	265	0.14155	18.7460649511546	18.5172245126127
11	50281	15135	995	317	0.1660	19.7887870169647	20.9448298645524
12	47588	14964	942	296	0.1929	19.7949062788938	19.7808072707832
13	46301	15346	941	291	0.2278	20.3235351288309	18.9625961162518
14	43683	14481	893	283	0.26695	20.4427351601309	19.5428492507423
15	43488	15007	909	276	0.315	20.9023178807947	18.3914173385753
16	38971	13721	829	252	0.3846	21.2722280670242	18.3660083084323
17	35281	13112	762	235	0.4661	21.5980272668008	17.9225137278829
18	34975	13187	712	291	0.58975	20.3573981415297	22.0671873815121
19	21004	8151	444	189	0.751	21.1388306989145	23.1873389768127
