grp	N	S	n	s	dnds	fn	fs
0	20791	2724	368	59	0.0000	17.6999663315858	21.6593245227606
1	41043	5926	636	134	0.0089	15.4959432790001	22.6122173472832
2	49581	8100	818	164	0.0216	16.4982553800851	20.2469135802469
3	48789	9511	810	213	0.0333	16.6021029330382	22.3951214383346
4	50658	10569	806	249	0.0449	15.9106162896285	23.5594663638944
5	54759	12458	969	259	0.0569	17.6957212513012	20.7898539091347
6	50741	11705	858	229	0.0710	16.9094026526872	19.5642887654848
7	47311	11507	865	217	0.0859	18.2832745027583	18.8580863822021
8	52639	13978	994	274	0.1019	18.8833374494196	19.6022320789813
9	50523	14011	892	282	0.12155	17.6553252973893	20.1270430376133
10	49084	14327	941	261	0.1413	19.1712166897563	18.2173518531444
11	51213	15315	987	282	0.1660	19.2724503544022	18.4133202742409
12	48206	15138	936	325	0.1926	19.4166701240509	21.4691504822302
13	45841	15220	931	307	0.2275	20.3093300756964	20.1708278580815
14	43219	14312	842	277	0.26695	19.4821721927856	19.3543879262158
15	43431	14930	888	274	0.3150	20.4462250466257	18.3523107836571
16	38754	13669	775	253	0.38475	19.9979356969603	18.5090350427976
17	35517	13159	781	240	0.4647	21.9894698313484	18.2384679686906
18	35050	13224	733	262	0.5899	20.9129814550642	19.8124621899577
19	21257	8230	477	197	0.7494	22.4396669332455	23.9368165249089
