grp	N	S	n	s	dnds	fn	fs
0	20032	2739	356	54	0.0000	17.7715654952077	19.7152245345016
1	41941	5873	662	126	0.0087	15.7840776328652	21.4541120381406
2	48351	7985	730	140	0.0216	15.0979297222395	17.5328741390106
3	48554	9394	820	228	0.0333	16.8884129010998	24.2708111560571
4	51293	10664	876	246	0.0448	17.0783537714698	23.0682670667667
5	54217	12446	979	251	0.057	18.0570669716141	20.167121966897
6	49796	11475	928	253	0.07095	18.6360350228934	22.0479302832244
7	46728	11315	854	218	0.0861	18.2759801403869	19.2664604507291
8	52695	13920	1025	264	0.1019	19.4515608691527	18.9655172413793
9	50771	13997	978	268	0.1214	19.2629650784897	19.1469600628706
10	49020	14354	951	287	0.14145	19.4002447980416	19.9944266406577
11	51124	15291	965	325	0.1661	18.8756748298255	21.2543326139559
12	48727	15331	934	308	0.19295	19.1680177314425	20.0900136977366
13	44692	14863	923	278	0.2275	20.6524657656851	18.7041647042993
14	43157	14344	843	290	0.2667	19.5333317885859	20.2175125488009
15	43109	14894	832	277	0.3158	19.2999141710548	18.5980931918894
16	38689	13671	740	279	0.38445	19.1268836103285	20.4081632653061
17	35033	12963	778	253	0.46465	22.2076328033568	19.5170870940369
18	35099	13233	697	250	0.5899	19.8581156158295	18.8921635305675
19	21516	8316	482	169	0.74635	22.4019334448782	20.3222703222703
