grp	N	S	n	s	dnds	fn	fs
0	21612	2786	387	57	0	17.9067184897279	20.45944005743
1	39674	5741	618	90	0.00915	15.5769521601049	15.676711374325
2	49167	8026	782	157	0.0215	15.9049769154107	19.5614253675554
3	47304	9203	821	193	0.0332	17.3558261457805	20.9714223622732
4	50627	10612	834	233	0.04485	16.473423272167	21.9562759140596
5	54322	12470	932	240	0.0571	17.156952984058	19.2461908580593
6	51381	11777	902	241	0.0708	17.555127381717	20.4636155217797
7	46172	11314	823	216	0.0861	17.8246556354501	19.0913911967474
8	52717	13984	991	273	0.1019	18.7984900506478	19.5223112128146
9	51067	14075	914	293	0.1215	17.8980554957213	20.8170515097691
10	48775	14348	943	268	0.1413	19.3336750384418	18.6785614719822
11	50506	15141	987	330	0.166	19.542232606027	21.7951258173172
12	47614	14887	930	330	0.1929	19.5320703994623	22.1669913347216
13	46606	15430	952	304	0.2273	20.4265545208771	19.701879455606
14	43927	14540	859	299	0.2667	19.5551710792906	20.5639614855571
15	43626	14998	909	276	0.3151	20.8361985971668	18.4024536604881
16	38749	13663	792	261	0.3844	20.4392371416037	19.102686086511
17	35441	13155	827	240	0.4647	23.3345560226856	18.2440136830103
18	34935	13172	687	262	0.58905	19.665092314298	19.890677194048
19	21102	8184	439	167	0.7420	20.8037152876505	20.405669599218
