grp	N	S	n	s	dnds	fn	fs
0	19954	2701	350	48	0	17.5403427884134	17.7711958533876
1	41146	5960	685	115	0.00905	16.648033830749	19.2953020134228
2	49954	8126	824	165	0.02145	16.4951755615166	20.3051932069899
3	48306	9281	818	207	0.0333	16.9337142383969	22.3036310742377
4	50566	10408	867	231	0.0447	17.145908317842	22.1944657955419
5	54346	12446	955	258	0.0570	17.5725904390388	20.729551663185
6	50294	11634	880	241	0.0710	17.4971169523204	20.7151452638817
7	46201	11263	811	230	0.0866	17.5537326031904	20.4208470212199
8	52206	13837	996	272	0.1019	19.0782668658775	19.6574401965744
9	50788	13984	943	269	0.1215	18.5673781208159	19.2362700228833
10	49135	14279	939	264	0.1413	19.110613615549	18.4886896841516
11	50585	15093	948	287	0.1660	18.7407334189977	19.0154376200888
12	47798	15100	928	341	0.19295	19.4150382861208	22.5827814569536
13	45501	15064	923	306	0.2275	20.2852684556383	20.3133297928837
14	43461	14396	842	311	0.2665	19.3736913554681	21.6032231175326
15	43337	14892	874	281	0.3156	20.1675242864065	18.8691915122213
16	38987	13762	785	277	0.38455	20.1349167671275	20.1278883883157
17	34795	12865	743	210	0.4636	21.3536427647651	16.3233579479207
18	35145	13263	728	277	0.5899	20.7141840944658	20.8851692678881
19	21398	8279	451	184	0.7433	21.0767361435648	22.2249063896606
