grp	N	S	n	s	dnds	fn	fs
0	19946	2736	364	62	0	18.2492730372004	22.6608187134503
1	41423	5822	636	123	0.0089	15.3537889578254	21.1267605633803
2	49090	7999	785	157	0.0215	15.9910368710532	19.627453431679
3	48960	9439	787	214	0.0333	16.0743464052288	22.6718932090264
4	50109	10532	923	233	0.0448	18.4198447384701	22.1230535510824
5	54607	12513	964	247	0.0571	17.6534143974216	19.7394709502118
6	51195	11693	937	223	0.0709	18.3025686102158	19.0712392029419
7	46728	11428	821	210	0.0861	17.5697654511214	18.3759187959398
8	52693	13914	1006	256	0.1019	19.0917199628034	18.3987350869628
9	51406	14122	934	296	0.1215	18.1690853207797	20.9602039371194
10	49243	14400	973	285	0.1416	19.7591535852812	19.7916666666667
11	50019	14975	938	293	0.166	18.752873907915	19.5659432387312
12	48819	15297	986	323	0.19295	20.197054425531	21.1152513564751
13	45304	15066	914	303	0.22785	20.1748190005298	20.1115093588212
14	43180	14359	870	273	0.2659	20.1482167670218	19.0124660491678
15	43279	14924	895	271	0.31585	20.6797754107073	18.158670597695
16	39236	13790	797	283	0.3846	20.3129778774595	20.5221174764322
17	34700	12911	772	242	0.46755	22.2478386167147	18.7437069165828
18	34925	13153	712	253	0.5895	20.386542591267	19.2351554778378
19	21432	8294	518	190	0.7432	24.1694662187383	22.9081263564022
