grp	N	S	n	s	dnds	fn	fs
0	20872	2789	381	61	0.0000	18.2541203526255	21.8716385801362
1	41433	5885	655	101	0.0091	15.8086549368861	17.1622769753611
2	48990	8040	771	147	0.0216	15.7379056950398	18.2835820895522
3	48101	9359	798	206	0.0333	16.5900916820856	22.0108986002778
4	51351	10605	890	252	0.0449	17.3316975326673	23.7623762376238
5	54335	12521	958	239	0.0569	17.6313610011963	19.08793227378
6	50623	11662	952	242	0.07095	18.8056812120973	20.7511576058995
7	47156	11329	829	209	0.0859	17.5799474086012	18.4482302056669
8	52938	13979	993	279	0.1020	18.7577921341947	19.95850919236
9	51156	14090	930	276	0.1215	18.1796856673704	19.5883605393896
10	49238	14356	997	266	0.1416	20.2485884885657	18.528838116467
11	51158	15268	949	302	0.1661	18.5503733531412	19.7799318836783
12	48156	15189	925	331	0.1926	19.2084060137885	21.7920863783001
13	46184	15359	906	292	0.2274	19.6171834401524	19.0116544045836
14	43136	14336	830	289	0.2668	19.24146884273	20.1590401785714
15	42923	14824	895	259	0.3149	20.8512918481933	17.471667566109
16	38916	13742	795	237	0.3838	20.4286154794943	17.2463979042352
17	35770	13197	734	252	0.4646	20.5199888174448	19.0952489202091
18	35091	13256	732	262	0.58975	20.8600495853638	19.7646348823174
19	20973	8147	454	184	0.7391	21.6468793210318	22.5850006137228
