grp	N	S	n	s	dnds	fn	fs
0	22305	2864	426	60	0.0000	19.0988567585743	20.9497206703911
1	40928	5831	624	110	0.00905	15.2462861610633	18.8646887326359
2	50012	8107	773	157	0.0216	15.4562904902823	19.365980017269
3	48166	9258	793	187	0.0333	16.463895694058	20.198747029596
4	51603	10651	898	238	0.0447	17.4020890258318	22.3453196882922
5	55113	12599	936	246	0.0570	16.9832888792118	19.5253591554885
6	50421	11598	925	236	0.07085	18.3455306320779	20.3483359199862
7	46512	11366	859	206	0.0861	18.468352253182	18.1242301601267
8	53015	13972	1007	273	0.1019	18.9946241629727	19.5390781563126
9	50538	14022	925	284	0.1215	18.3030590842534	20.2538867493938
10	48330	14178	958	303	0.14155	19.8220566935651	21.3711383834109
11	50762	15197	932	301	0.1660	18.3601906938261	19.8065407646246
12	47590	14952	881	317	0.19295	18.512292498424	21.2011771000535
13	45642	15192	936	311	0.2275	20.5074273695281	20.4713006845708
14	43077	14292	865	261	0.26695	20.0803212851406	18.2619647355164
15	43740	15074	854	294	0.3158	19.5244627343393	19.5037813453629
16	38649	13640	748	267	0.3850	19.3536702113897	19.574780058651
17	34777	12938	771	260	0.46465	22.1698248842626	20.0958417066007
18	35295	13291	723	272	0.5896	20.4844878878028	20.4649762997517
19	21465	8318	461	179	0.7494	21.4768227346844	21.5195960567444
