grp	N	S	n	s	dnds	fn	fs
0	20544	2892	368	57	0	17.9127725856698	19.7095435684647
1	42283	5831	626	117	0.0089	14.8050043752808	20.0651689247127
2	48897	8130	775	148	0.0216	15.8496431273902	18.2041820418204
3	48471	9413	819	208	0.0333	16.8967011202575	22.0970997556571
4	51230	10592	909	244	0.0447	17.7435096623072	23.036253776435
5	55379	12665	1010	255	0.0569	18.2379602376352	20.1342281879195
6	51432	11793	928	251	0.0709	18.0432415616737	21.2838124311032
7	46178	11343	834	234	0.086	18.0605483130495	20.6294631049987
8	52417	13864	996	267	0.10195	19.0014689890684	19.2585112521639
9	50991	14066	940	263	0.1215	18.434625718264	18.6975686051472
10	49194	14350	943	287	0.1413	19.169004350124	20
11	51355	15360	1006	311	0.1661	19.589134456236	20.2473958333333
12	48026	15098	904	324	0.1926	18.8231374672053	21.4597959994701
13	45095	14939	915	299	0.2278	20.2904978378978	20.0147265546556
14	43148	14338	864	299	0.2651	20.0241030870492	20.8536755474962
15	42633	14715	867	265	0.3152	20.3363591583984	18.008834522596
16	38477	13541	710	267	0.38475	18.4525820620111	19.7178938040027
17	35285	13064	773	277	0.4654	21.907326059232	21.2033067973056
18	34984	13211	701	277	0.5901	20.0377315344157	20.9673756717887
19	21264	8264	488	180	0.7426	22.9495861550038	21.7812197483059
