grp	N	S	n	s	dnds	fn	fs
0	20965	2916	359	65	0	17.1237777247794	22.2908093278464
1	42202	5889	643	113	0.0089	15.236244727738	19.1883172015622
2	49348	8147	771	147	0.0216	15.6237334846397	18.0434515772677
3	47775	9248	797	186	0.0333	16.6823652537938	20.1124567474048
4	51242	10640	889	245	0.0448	17.3490496077436	23.0263157894737
5	55399	12595	930	233	0.05695	16.7873066300836	18.4994045256054
6	49818	11443	877	216	0.0707	17.6040788470031	18.8761688368435
7	47554	11473	893	221	0.086	18.7786516381377	19.2626165780528
8	52377	13828	1012	282	0.1018	19.3214578918227	20.3934046861441
9	51240	14113	936	272	0.1215	18.2669789227166	19.2730106993552
10	48946	14178	986	278	0.1416	20.1446492052466	19.6078431372549
11	51272	15332	983	299	0.1661	19.1722577625215	19.5016957996347
12	47386	14854	883	306	0.1929	18.6341957540202	20.6005116466945
13	46113	15249	930	310	0.2277	20.1678485459632	20.3292019148797
14	43525	14406	890	317	0.2671	20.4480183802412	22.0047202554491
15	43066	14814	914	280	0.3152	21.2232387498258	18.9010395571756
16	38665	13645	768	277	0.3846	19.862925126083	20.3004763649689
17	35213	13045	752	245	0.4668	21.3557492971346	18.7811422000767
18	35118	13233	704	274	0.58975	20.0466996981605	20.705811229502
19	21573	8369	442	203	0.7426	20.488573680063	24.2561835344725
