grp	N	S	n	s	dnds	fn	fs
0	19510	2587	357	64	0	18.298308559713	24.7390800154619
1	42666	6129	673	128	0.0089	15.7736839638119	20.8843204437918
2	48965	8139	759	156	0.0216	15.5008679669151	19.1669738297088
3	48982	9450	774	215	0.0333	15.8017230819485	22.7513227513227
4	49863	10466	901	245	0.0448	18.0695104586567	23.4091343397669
5	54999	12515	975	236	0.0569	17.7275950471827	18.8573711546145
6	49814	11600	928	247	0.0711	18.629300999719	21.2931034482759
7	47346	11453	829	213	0.0861	17.5093988932539	18.5977473151139
8	52058	13786	954	271	0.1019	18.3257136271082	19.6576236761932
9	51133	14055	962	261	0.12185	18.813681966636	18.5699039487727
10	48961	14309	921	263	0.1414	18.8108903004432	18.3800405339297
11	51046	15289	990	303	0.16605	19.3942718332484	19.8181699260907
12	48625	15239	949	310	0.1926	19.5167095115681	20.3425421615592
13	45396	15152	993	312	0.2275	21.8741739360296	20.5913410770855
14	43306	14403	880	257	0.2666	20.3205098600656	17.8435048253836
15	43150	14897	867	283	0.3161	20.0926998841251	18.9971135127878
16	38461	13575	788	264	0.3844	20.4882868360157	19.4475138121547
17	35130	13014	745	244	0.4647	21.2069456305152	18.7490394959275
18	34951	13197	734	255	0.5896	21.0008297330548	19.3225733121164
19	21333	8305	468	177	0.7432	21.9378427787934	21.312462372065
