grp	N	S	n	s	dnds	fn	fs
0	20646	2670	365	40	0.0000	17.6789692918725	14.9812734082397
1	41633	5956	648	115	0.00875	15.5645761775515	19.3082605775688
2	49455	8062	722	153	0.02145	14.5991305226974	18.9779211113868
3	48135	9286	841	194	0.0333	17.4716941934144	20.8916648718501
4	51613	10756	905	247	0.0448	17.5343421231085	22.96392711045
5	54553	12524	970	234	0.0570	17.7808736458123	18.6841264771638
6	50614	11626	958	252	0.0707	18.9275694471885	21.6755547909857
7	47138	11443	889	216	0.0861	18.8595188595189	18.8761688368435
8	52746	13960	971	286	0.1019	18.4089788799151	20.487106017192
9	50937	14013	961	262	0.1217	18.8664428607888	18.6969242845929
10	48937	14330	929	280	0.1416	18.9835911478023	19.5394277739009
11	50569	15130	919	306	0.1661	18.1731891079515	20.2247191011236
12	47272	14936	888	328	0.1929	18.7849043831444	21.9603642206749
13	46135	15296	924	328	0.2278	20.0281781727539	21.4435146443515
14	43723	14456	889	276	0.2666	20.3325480868193	19.0924183729939
15	43353	14943	917	276	0.3156	21.151938735497	18.4701867094961
16	38810	13656	780	281	0.38475	20.0979129090441	20.577035735208
17	35066	12996	767	235	0.46465	21.8730394113957	18.082486919052
18	35022	13173	714	278	0.58975	20.3871851978756	21.1037728687467
19	21399	8266	426	181	0.7432	19.9074723117903	21.8969271715461
