grp	N	S	n	s	dnds	fn	fs
0	20107	2593	361	58	0	17.9539463868305	22.367913613575
1	42331	5989	692	100	0.0090	16.3473577283787	16.69727834363
2	49497	8124	787	162	0.0215	15.8999535325373	19.9409158050222
3	49072	9491	779	210	0.0331	15.8746331920443	22.1262248445896
4	50484	10540	901	237	0.04475	17.8472387291023	22.4857685009488
5	54881	12527	988	254	0.0569	18.00258741641	20.2762034006546
6	50985	11738	978	242	0.07095	19.1821123859959	20.6168001363094
7	46594	11345	838	226	0.086	17.9851483023565	19.9206698986338
8	52112	13899	1015	281	0.1019	19.4772797052502	20.2172818188359
9	50201	13887	935	264	0.12155	18.6251269895022	19.0105854396198
10	49592	14451	927	271	0.1413	18.6925310533957	18.7530274721473
11	50849	15279	952	290	0.1661	18.7220987630042	18.9802997578376
12	48428	15276	919	322	0.1929	18.9766250929214	21.0788164440953
13	45151	15040	869	306	0.2277	19.2465283160949	20.3457446808511
14	43505	14394	845	288	0.2666	19.4230548212849	20.0083368070029
15	43383	14956	917	251	0.315	21.1373118502639	16.7825621824017
16	37878	13415	753	273	0.3844	19.8796134959607	20.3503540812523
17	35506	13136	786	231	0.4647	22.1371035881259	17.5852618757613
18	35193	13265	744	248	0.59035	21.1405677265365	18.6958160572936
19	21629	8393	457	211	0.7494	21.1290397151972	25.1399976170618
