grp	N	S	n	s	dnds	fn	fs
0	20939	2736	374	44	0	17.8614069439801	16.0818713450292
1	40391	5838	658	113	0.00885	16.2907578420935	19.3559438163755
2	47716	7998	780	157	0.0217	16.3467180819851	19.6299074768692
3	47502	9191	817	182	0.0333	17.1992758199655	19.8019801980198
4	50690	10626	904	243	0.0448	17.833892286447	22.8684359119142
5	54230	12390	1028	244	0.0570	18.9562972524433	19.6933010492333
6	50460	11594	896	236	0.0712	17.7566389219184	20.3553562187338
7	47339	11499	812	211	0.0861	17.1528760641332	18.3494216888425
8	52325	13861	998	266	0.1019	19.0731008122312	19.1905345934637
9	51363	14096	956	276	0.1215	18.6126199793626	19.5800227014756
10	49184	14327	970	286	0.1416	19.7218607677293	19.9623089272004
11	50923	15242	996	292	0.16595	19.5589419319365	19.1575908673402
12	47938	14964	906	303	0.1930	18.8994117401644	20.2485966319166
13	46075	15283	954	296	0.22715	20.7053716766142	19.3679251455866
14	43259	14312	879	264	0.2662	20.3194710927206	18.4460592509782
15	43265	14914	891	279	0.3149	20.5940136368889	18.7072549282553
16	38561	13610	784	256	0.3846	20.3314229402764	18.8096987509184
17	35109	13022	750	247	0.4646	21.3620439203623	18.9679004761173
18	35079	13238	730	245	0.5901	20.8101713275749	18.5073273908445
19	21515	8334	465	175	0.7494	21.6128282593539	20.9983201343892
