grp	N	S	n	s	dnds	fn	fs
0	20234	2671	342	49	0.0000	16.9022437481467	18.3451890677649
1	42386	6008	638	111	0.0089	15.0521398575001	18.4753661784288
2	47984	8011	760	149	0.02155	15.838612870957	18.5994257895394
3	47778	9298	826	208	0.0332	17.2882916823643	22.3704022370402
4	51380	10693	896	228	0.0448	17.4386920980926	21.3223604227064
5	54843	12556	976	232	0.05695	17.7962547635979	18.4772220452373
6	50221	11607	927	207	0.0711	18.4584138109556	17.8340656500388
7	46897	11387	862	229	0.0861	18.3807066550099	20.1106524984632
8	52842	13949	1057	256	0.1019	20.0030278944779	18.352570076708
9	51170	14072	966	288	0.1215	18.8782489740082	20.4661739624787
10	49019	14323	940	279	0.1414	19.1762377853485	19.4791593939817
11	50804	15149	943	291	0.166	18.5615305881427	19.2091887253284
12	48172	15166	879	296	0.19225	18.2471145063522	19.5173414216009
13	46124	15318	896	312	0.22715	19.4258954123667	20.3681942812378
14	43194	14309	932	297	0.26655	21.5770708894754	20.7561674470613
15	42828	14853	874	265	0.3152	20.407210236294	17.8415134989564
16	38774	13643	780	284	0.3846	20.1165729612627	20.8165359525031
17	35416	13113	785	238	0.4668	22.1651231081997	18.1499275528102
18	34757	13141	721	264	0.58975	20.7440227867768	20.0897952971616
19	21605	8357	457	195	0.74325	21.1525109928257	23.3337322005504
