grp	N	S	n	s	dnds	fn	fs
0	20148	2687	326	70	0.0000	16.1802660313679	26.051358392259
1	42011	5911	649	102	0.0086	15.4483349598915	17.2559634579597
2	49561	8056	777	158	0.0215	15.6776497649361	19.6127110228401
3	48931	9481	838	217	0.0333	17.1261572418303	22.8878810252083
4	51829	10786	926	249	0.04465	17.8664454263057	23.0854811793065
5	54144	12420	950	233	0.05685	17.5458037825059	18.7600644122383
6	50407	11617	926	219	0.07105	18.3704644196243	18.8516828785401
7	47061	11460	877	210	0.0861	18.6353881132998	18.3246073298429
8	53184	14000	988	278	0.1019	18.5770156438026	19.8571428571429
9	51418	14168	922	264	0.1216	17.9314636897584	18.6335403726708
10	49794	14430	1025	288	0.1415	20.5848094147889	19.95841995842
11	49949	14989	941	276	0.1661	18.8392160003203	18.4135032357062
12	47906	15124	911	300	0.1930	19.0164071306308	19.8360222163449
13	45997	15218	892	313	0.22715	19.3925690805922	20.5677487186227
14	43037	14295	867	299	0.2665	20.1454562353324	20.9164043371808
15	43092	14952	844	302	0.3156	19.5860020421424	20.1979668271803
16	38340	13556	740	304	0.3846	19.300991131977	22.4254942460903
17	35215	13066	800	249	0.4636	22.7175919352549	19.0570947497321
18	34888	13175	706	279	0.5896	20.236184361385	21.1764705882353
19	21354	8305	464	159	0.74635	21.7289500796104	19.1450933172787
