grp	N	S	n	s	dnds	fn	fs
0	19656	2806	358	66	0.0000	18.2132682132682	23.5210263720599
1	41093	5688	632	110	0.00865	15.3797483756358	19.3389592123769
2	50654	8170	810	162	0.0215	15.990839815217	19.828641370869
3	47439	9255	767	207	0.0333	16.1681317059803	22.3662884927066
4	51294	10552	865	237	0.0446	16.8635707880064	22.4601971190296
5	54941	12611	973	248	0.0570	17.7099069911359	19.6653715010705
6	50679	11666	898	240	0.07105	17.7193709425995	20.5726041488085
7	46316	11337	893	231	0.0859	19.2805941791174	20.375760783276
8	52266	13803	1056	251	0.1019	20.204339341063	18.1844526552199
9	50597	14031	961	266	0.1215	18.9932209419531	18.9580215237688
10	48989	14293	924	273	0.14135	18.8613770438262	19.1002588679773
11	51231	15376	907	272	0.1660	17.7041244558958	17.6899063475546
12	48314	15158	924	329	0.19295	19.1248913358447	21.7047103839557
13	45538	15125	946	300	0.2275	20.7738591945189	19.8347107438017
14	42875	14237	883	288	0.2672	20.5947521865889	20.2289808246119
15	43502	15042	895	318	0.3153	20.573766723369	21.140805743917
16	38426	13542	733	281	0.3850	19.0756258783116	20.7502584551765
17	35466	13136	766	241	0.4661	21.5981503411718	18.3465286236297
18	35035	13199	726	237	0.59035	20.7221350078493	17.9559057504356
19	21229	8198	470	208	0.751	22.1395261199303	25.372041961454
