grp	N	S	n	s	dnds	fn	fs
0	20350	2895	381	54	0	18.7223587223587	18.6528497409326
1	41568	5733	653	108	0.0089	15.7091993841416	18.8383045525903
2	48527	8029	774	148	0.0215	15.9498835699714	18.4331797235023
3	48519	9396	845	189	0.03325	17.4158577052289	20.1149425287356
4	50760	10466	913	219	0.0448	17.9866036249015	20.9248996751385
5	54441	12510	924	267	0.0569	16.9725023419849	21.3429256594724
6	50137	11539	863	232	0.0708	17.2128368270938	20.1057283993414
7	47053	11452	868	214	0.0859	18.4472828512528	18.6866922808243
8	52862	13943	1043	266	0.1019	19.7306193484923	19.077673384494
9	51133	14061	923	291	0.1215	18.0509651301508	20.6955408576915
10	48742	14178	938	281	0.1413	19.2441836609085	19.8194385667936
11	51020	15305	961	281	0.16595	18.8357506860055	18.360013067625
12	47742	14983	913	311	0.19295	19.1236228059151	20.7568577721418
13	45823	15178	889	317	0.2275	19.4007376208454	20.8854921597048
14	43612	14437	850	279	0.2662	19.4900486104742	19.3253446006788
15	43357	14963	837	292	0.315	19.3048412021127	19.5148031811802
16	38750	13701	765	261	0.38475	19.741935483871	19.0497044011386
17	35387	13116	768	243	0.4646	21.7028852403425	18.5269899359561
18	35035	13232	729	272	0.58905	20.8077636649065	20.5562273276904
19	21458	8299	466	191	0.751	21.716842203374	23.0148210627786
