grp	N	S	n	s	dnds	fn	fs
0	20310	2772	376	53	0	18.5130477597243	19.1197691197691
1	41643	5770	617	106	0.0092	14.8164157241313	18.370883882149
2	49218	8038	776	156	0.0215	15.766589459141	19.4078128887783
3	47896	9310	807	218	0.03325	16.8490061800568	23.4156820622986
4	51370	10737	874	232	0.0447	17.0138212964765	21.6075253795287
5	55110	12605	947	246	0.0570	17.1838141898022	19.5160650535502
6	51208	11634	918	234	0.07075	17.9268864239963	20.1134605466735
7	46913	11446	856	219	0.086	18.2465414703813	19.1333216844312
8	52600	13986	988	263	0.1021	18.7832699619772	18.8045188045188
9	51222	14105	955	275	0.1218	18.6443325133732	19.4966323998582
10	49416	14432	988	281	0.1414	19.9935243645783	19.4706208425721
11	51067	15252	996	277	0.1661	19.5037891397576	18.1615525832678
12	47605	14940	907	323	0.1929	19.0526205230543	21.619812583668
13	46204	15364	890	312	0.2275	19.2624015236776	20.3072116636293
14	43378	14430	870	285	0.2666	20.0562497118355	19.7505197505198
15	42473	14643	916	269	0.3152	21.566642337485	18.3705524824148
16	38705	13730	791	257	0.38445	20.436636093528	18.7181354697742
17	34726	12939	744	237	0.46645	21.4248689742556	18.3167169023881
18	35155	13206	755	270	0.5896	21.4763191580145	20.4452521581099
19	21079	8136	466	180	0.7426	22.1073105934817	22.1238938053097
