grp	N	S	n	s	dnds	fn	fs
0	21522	2743	404	46	0	18.7714896385094	16.769959897922
1	40637	5857	620	113	0.0089	15.2570317690774	19.2931534915486
2	48467	7972	766	162	0.0216	15.8045680566158	20.3211239337682
3	48041	9294	766	206	0.0333	15.9447138902188	22.164837529589
4	50639	10585	895	235	0.0449	17.6741246865064	22.2012281530468
5	55108	12580	990	248	0.0569	17.9647238150541	19.7138314785374
6	49765	11454	907	264	0.0712	18.2256606048428	23.0487166055526
7	46913	11421	903	226	0.0861	19.2483959670028	19.788109622625
8	52796	13917	925	273	0.1019	17.5202666868702	19.6162966156499
9	50492	13939	924	261	0.1215	18.2999287015765	18.7244422124973
10	49088	14291	938	295	0.14145	19.1085397653194	20.6423623259394
11	50811	15230	1022	303	0.16585	20.1137548955935	19.8949441891005
12	48015	15102	915	323	0.1930	19.0565448297407	21.3878956429612
13	45703	15184	970	317	0.2274	21.2239896724504	20.877239199157
14	43368	14411	871	283	0.2672	20.083932853717	19.6377766983554
15	43243	14928	879	276	0.3156	20.326989339315	18.4887459807074
16	38636	13633	771	276	0.38505	19.9554819339476	20.2449937651287
17	35008	12971	761	231	0.4654	21.7378884826325	17.8089584457636
18	34679	12964	729	266	0.59035	21.0213673981372	20.5183585313175
19	21567	8359	437	191	0.7432	20.262437983957	22.8496231606651
