grp	N	S	n	s	dnds	fn	fs
0	20049	2772	403	53	0	20.1007531547708	19.1197691197691
1	42558	5929	642	126	0.0087	15.0852953616241	21.2514757969303
2	48699	8057	763	161	0.0216	15.6676728474917	19.9826238053866
3	48264	9353	765	214	0.0333	15.8503232222775	22.8803592430236
4	51405	10649	880	242	0.0446	17.1189572998736	22.7251385106583
5	55026	12609	997	228	0.0569	18.1187075200814	18.0823221508446
6	50648	11502	899	205	0.0707	17.7499605117675	17.8229873065554
7	46098	11259	816	237	0.0861	17.7014187166471	21.0498268052225
8	52745	13963	983	285	0.1019	18.6368376149398	20.4110864427415
9	51619	14135	978	286	0.1215	18.9465119432767	20.2334630350195
10	49070	14274	953	279	0.1414	19.4212349704504	19.5460277427491
11	50789	15264	975	286	0.1661	19.1970702317431	18.7368972746331
12	48369	15216	964	326	0.1923	19.9301205317455	21.4248159831756
13	45469	15110	926	291	0.2277	20.3655237634432	19.2587690271343
14	43191	14364	853	294	0.2665	19.74948484638	20.4678362573099
15	43304	14899	871	275	0.3159	20.1136153704046	18.457614605007
16	38603	13661	814	270	0.38475	21.0864440587519	19.7642925115292
17	35298	13107	758	232	0.46715	21.4743044931724	17.7004654001679
18	35015	13205	734	303	0.5896	20.9624446665715	22.9458538432412
19	21271	8192	446	201	0.7420	20.967514456302	24.5361328125
