grp	N	S	n	s	dnds	fn	fs
0	20707	2805	349	65	0.0000	16.8542038924035	23.1729055258467
1	43049	6024	693	121	0.0088	16.0979349113801	20.0863213811421
2	49009	8090	762	181	0.0215	15.5481646228244	22.3733003708282
3	48930	9445	817	220	0.0333	16.6973227059064	23.292747485442
4	50771	10540	897	241	0.0448	17.6675661302712	22.865275142315
5	54509	12447	959	226	0.0570	17.5934249390009	18.1569856190247
6	50052	11562	868	208	0.0709	17.3419643570687	17.9899671337139
7	46622	11332	856	228	0.0859	18.3604306979538	20.1200141193082
8	52370	13791	950	280	0.1019	18.1401565781936	20.3030962221739
9	51277	14080	914	260	0.1215	17.8247557384402	18.4659090909091
10	48987	14356	972	288	0.14145	19.8419988976667	20.0612984118139
11	50703	15281	1006	296	0.1660	19.8410350472359	19.3704600484261
12	48480	15233	960	299	0.1929	19.8019801980198	19.6284382590429
13	45771	15220	934	316	0.22785	20.4059338882699	20.7621550591327
14	43110	14302	871	274	0.26695	20.2041289723962	19.1581596979443
15	43371	14923	937	281	0.3156	21.6042978026792	18.8299939690411
16	38703	13654	771	232	0.3838	19.9209363615224	16.9913578438553
17	35101	13037	773	230	0.4661	22.0221646106949	17.6420955741352
18	35140	13204	693	273	0.5899	19.7211155378486	20.6755528627689
19	21302	8239	468	177	0.7432	21.9697680968923	21.4831897074888
