grp	N	S	n	s	dnds	fn	fs
0	19195	2556	338	52	0.0000	17.6087522792394	20.3442879499217
1	43349	6081	649	113	0.00885	14.9715103001223	18.5824699884887
2	48561	7984	772	151	0.02175	15.8975309404666	18.9128256513026
3	49532	9551	862	212	0.03325	17.4028910603246	22.1966286252748
4	51858	10732	976	218	0.0448	18.8206255543985	20.3130823704808
5	55441	12596	948	244	0.0570	17.0992586713804	19.3712289615751
6	50963	11752	914	234	0.07085	17.9345799894041	19.9115044247788
7	46970	11417	908	235	0.0861	19.3314881839472	20.5833406323903
8	51823	13741	977	261	0.1021	18.8526330007912	18.9942507823303
9	50625	13978	876	263	0.1217	17.3037037037037	18.8152811561024
10	49529	14390	986	296	0.1414	19.9075289224495	20.5698401667825
11	50605	15175	964	326	0.166	19.0495010374469	21.4827018121911
12	48223	15147	956	297	0.1929	19.8245650415777	19.6078431372549
13	45417	15073	934	330	0.2274	20.5649866789969	21.8934518675778
14	43082	14294	829	304	0.2676	19.2423750058029	21.2676647544424
15	44036	15135	904	305	0.3158	20.5286583704242	20.1519656425504
16	38346	13584	797	265	0.38445	20.784436447087	19.5082449941107
17	35209	13091	723	245	0.4654	20.5345224232441	18.7151478114735
18	34846	13178	770	283	0.5889	22.0972278023303	21.4751859159205
19	21333	8234	431	182	0.7433	20.2034406787606	22.1034734029633
