grp	N	S	n	s	dnds	fn	fs
0	21119	2761	377	48	0	17.8512240162887	17.3850054328142
1	40198	5823	627	128	0.0090	15.5977909348724	21.9817963249184
2	47924	8005	790	168	0.0215	16.4844336866706	20.9868831980012
3	47340	9202	784	196	0.0334	16.561047739755	21.2997174527277
4	51311	10649	902	237	0.0447	17.5790766112529	22.2556108554794
5	54923	12537	996	244	0.0572	18.1344791799428	19.4623913216878
6	50205	11608	911	253	0.07105	18.1456030275869	21.7953135768436
7	47071	11385	905	225	0.0861	19.2262752012917	19.7628458498024
8	52674	13943	1010	245	0.1019	19.1745453164749	17.5715412751919
9	51548	14174	944	260	0.12155	18.3130286335066	18.3434457457316
10	49084	14277	942	282	0.1416	19.1915899274713	19.7520487497373
11	51273	15345	979	295	0.1661	19.093870068067	19.2245030954708
12	48281	15164	931	318	0.1929	19.2829477434187	20.9707201266157
13	45651	15180	927	300	0.2274	20.30623644608	19.7628458498024
14	43507	14436	851	288	0.2671	19.5600707932057	19.9501246882793
15	43499	15029	903	283	0.3152	20.7590979102968	18.8302614944441
16	38541	13611	757	277	0.38445	19.6414208245764	20.3511865402983
17	35120	13012	757	246	0.4654	21.5546697038724	18.905625576391
18	35036	13219	697	270	0.5901	19.8938234958329	20.4251456237234
19	21716	8361	481	204	0.751	22.1495671394364	24.3989953354862
