grp	N	S	n	s	dnds	fn	fs
0	19097	2652	320	57	0	16.7565586217731	21.4932126696833
1	42377	5852	666	116	0.00875	15.7160723977629	19.8222829801777
2	48478	8048	758	148	0.02155	15.6359585791493	18.389662027833
3	48522	9486	816	215	0.0333	16.8171138864845	22.6649799704828
4	51321	10632	879	259	0.04465	17.1274916700766	24.3604213694507
5	53909	12322	947	231	0.0570	17.5666400786511	18.7469566628794
6	51201	11733	922	222	0.0709	18.0074607917814	18.9209920736385
7	45884	11293	848	223	0.0857	18.4813878476157	19.746745771717
8	53075	14027	1023	273	0.1019	19.2746113989637	19.4624652455978
9	51419	14151	945	247	0.12155	18.3784204282464	17.4545968482793
10	49798	14462	989	287	0.14145	19.8602353508173	19.8451113262343
11	51126	15304	943	311	0.1661	18.4446269999609	20.321484579195
12	48128	15195	925	325	0.1929	19.2195811170213	21.3886146758802
13	44750	14859	910	278	0.2278	20.3351955307263	18.709199811562
14	42595	14239	864	276	0.2666	20.2840709003404	19.3833836645832
15	43554	14923	902	282	0.315	20.7099233135877	18.8970046237352
16	38776	13699	788	287	0.3845	20.3218485661234	20.9504343382729
17	34922	12993	762	244	0.4637	21.8200561250787	18.7793427230047
18	34806	13161	737	259	0.5895	21.1745101419296	19.6793556720614
19	21313	8268	472	182	0.7432	22.1461080091963	22.0125786163522
