grp	N	S	n	s	dnds	fn	fs
0	19654	2794	347	71	0	17.6554390963672	25.411596277738
1	41215	5806	694	113	0.0088	16.838529661531	19.4626248708233
2	48827	8026	708	159	0.0216	14.5001740840109	19.8106154996262
3	47862	9226	808	220	0.0333	16.8818687058627	23.845653587687
4	50662	10521	910	227	0.04465	17.9621807271722	21.5758958273928
5	54735	12499	908	208	0.05705	16.5890198227825	16.6413313065045
6	50944	11714	890	265	0.07085	17.4701633165829	22.6225029878778
7	46920	11436	882	214	0.0861	18.7979539641944	18.7128366561735
8	52937	13929	996	297	0.1019	18.8148176133895	21.3224208485893
9	51062	14050	922	269	0.1213	18.0564803572128	19.1459074733096
10	49207	14380	980	299	0.1416	19.9158656288739	20.7927677329624
11	51334	15336	1034	297	0.1660	20.1425955507071	19.3661971830986
12	47441	14871	956	296	0.1929	20.1513458822537	19.9045121377177
13	46298	15383	925	311	0.22715	19.9792647630567	20.2171227978938
14	42582	14171	880	257	0.26745	20.6660091118313	18.1356291016865
15	42945	14805	818	294	0.3154	19.0476190476191	19.8581560283688
16	38272	13564	764	276	0.3846	19.9623745819398	20.3479799469183
17	35125	13009	738	232	0.4661	21.0106761565836	17.8338073641325
18	35071	13218	747	263	0.5896	21.2996492828833	19.8971100015131
19	21201	8269	477	175	0.7433	22.4989387293052	21.1633813036643
